Date,Open,High,Low,Close
2014-09-02,6825.31,6849.28,6812.31,6829.17
2014-09-03,6829.17,6898.62,6826.73,6873.58
2014-09-04,6873.58,6904.86,6866.25,6877.97
2014-09-05,6877.97,6884.96,6829.1,6855.1
2014-09-08,6855.1,6855.1,6773.78,6834.77
2014-09-09,6834.77,6846.18,6812.5,6829.0
2014-09-10,6829.0,6847.79,6800.04,6830.11
2014-09-11,6830.11,6857.54,6764.86,6799.62
2014-09-12,6799.62,6832.16,6799.39,6806.96
2014-09-15,6806.96,6813.87,6771.69,6804.21
2014-09-16,6804.21,6804.34,6748.09,6792.24
2014-09-17,6792.24,6816.89,6780.9,6780.9
2014-09-18,6780.9,6822.6,6769.58,6819.29
2014-09-19,6819.29,6876.0,6819.29,6837.92
2014-09-22,6837.92,6838.35,6766.89,6773.63
2014-09-23,6773.63,6777.27,6647.21,6676.08
2014-09-24,6676.08,6707.26,6651.98,6706.27
2014-09-25,6706.27,6726.4,6621.48,6639.71
2014-09-26,6639.71,6664.0,6615.12,6649.39
2014-09-29,6649.39,6653.94,6608.66,6646.6
2014-09-30,6646.6,6658.91,6601.62,6622.72
2014-10-01,6622.72,6622.81,6539.73,6557.52
2014-10-02,6557.52,6557.67,6446.39,6446.39
2014-10-03,6446.39,6542.87,6446.39,6527.91
2014-10-06,6527.91,6588.31,6527.91,6563.65
2014-10-07,6563.65,6563.84,6495.58,6495.58
2014-10-08,6495.58,6502.36,6453.81,6482.24
2014-10-09,6482.24,6544.21,6425.17,6431.85
2014-10-10,6431.85,6431.85,6328.39,6339.97
2014-10-13,6339.97,6387.36,6294.64,6366.24
2014-10-14,6366.24,6403.43,6304.27,6392.68
2014-10-15,6392.68,6404.96,6211.64,6211.64
2014-10-16,6211.64,6282.95,6072.68,6195.91
2014-10-17,6195.91,6312.97,6188.04,6310.29
2014-10-20,6310.29,6320.31,6238.6,6267.07
2014-10-21,6267.07,6372.33,6229.4,6372.33
2014-10-22,6372.33,6401.51,6341.39,6399.73
2014-10-23,6399.73,6430.32,6313.32,6419.15
2014-10-24,6419.15,6419.15,6372.43,6388.73
2014-10-27,6388.73,6443.76,6336.06,6363.46
2014-10-28,6363.46,6412.0,6363.46,6402.17
2014-10-29,6402.17,6475.35,6402.17,6453.87
2014-10-30,6453.87,6483.24,6378.15,6463.55
2014-10-31,6463.55,6553.37,6463.55,6546.47
2014-11-03,6546.47,6559.56,6478.49,6487.97
2014-11-04,6487.97,6510.31,6444.89,6453.97
2014-11-05,6453.97,6539.14,6453.97,6539.14
2014-11-06,6539.14,6580.21,6503.81,6551.15
2014-11-07,6551.15,6608.23,6551.15,6567.24
2014-11-10,6567.24,6611.25,6566.78,6611.25
2014-11-11,6611.25,6632.57,6605.34,6627.4
2014-11-12,6627.4,6629.33,6588.93,6611.04
2014-11-13,6611.04,6645.9,6596.89,6635.45
2014-11-14,6635.45,6654.37,6610.13,6654.37
2014-11-17,6654.37,6681.55,6616.12,6671.97
2014-11-18,6671.97,6714.12,6671.75,6709.13
2014-11-19,6709.13,6718.88,6678.13,6696.6
2014-11-20,6696.6,6696.82,6641.14,6678.9
2014-11-21,6678.9,6773.14,6678.9,6750.76
2014-11-24,6750.76,6763.97,6720.09,6729.79
2014-11-25,6729.79,6750.87,6709.31,6731.14
2014-11-26,6731.14,6765.01,6718.53,6729.17
2014-11-27,6729.17,6749.91,6713.76,6723.42
2014-11-28,6723.42,6734.71,6667.08,6722.62
2014-12-01,6722.62,6722.62,6637.39,6656.37
2014-12-02,6656.37,6744.31,6656.37,6742.1
2014-12-03,6742.1,6753.19,6713.81,6716.63
2014-12-04,6716.63,6733.96,6672.67,6679.37
2014-12-05,6679.37,6751.32,6679.37,6742.84
2014-12-08,6742.84,6742.84,6672.15,6672.15
2014-12-09,6672.15,6672.15,6529.47,6529.47
2014-12-10,6529.47,6565.77,6500.04,6500.04
2014-12-11,6500.04,6521.66,6441.28,6461.7
2014-12-12,6461.7,6461.7,6297.44,6300.63
2014-12-15,6300.63,6356.34,6182.72,6182.72
2014-12-16,6182.72,6331.83,6144.72,6331.83
2014-12-17,6331.83,6359.68,6240.32,6336.48
2014-12-18,6336.48,6466.0,6336.48,6466.0
2014-12-19,6466.0,6566.9,6466.0,6545.27
2014-12-22,6545.27,6620.95,6545.27,6576.74
2014-12-23,6576.74,6620.47,6576.74,6598.18
2014-12-24,6598.18,6618.09,6586.05,6609.93
2014-12-29,6609.93,6651.96,6587.87,6633.51
2014-12-30,6633.51,6633.51,6528.89,6547.0
2014-12-31,6547.0,6578.24,6547.0,6566.09
2015-01-02,6566.09,6607.89,6510.6,6547.8
2015-01-05,6547.8,6576.74,6404.49,6417.16
2015-01-06,6417.16,6452.66,6328.59,6366.51
2015-01-07,6366.51,6459.74,6366.51,6419.83
2015-01-08,6419.83,6580.82,6419.83,6569.96
2015-01-09,6569.96,6570.24,6471.38,6501.14
2015-01-12,6501.14,6542.43,6447.91,6501.42
2015-01-13,6501.42,6558.83,6465.19,6542.2
2015-01-14,6542.2,6542.2,6353.65,6388.46
2015-01-15,6388.46,6498.78,6298.15,6498.78
2015-01-16,6498.78,6553.2,6443.28,6550.27
2015-01-19,6550.27,6598.89,6548.0,6585.53
2015-01-20,6585.53,6640.44,6585.53,6620.1
2015-01-21,6620.1,6728.04,6620.1,6728.04
2015-01-22,6728.04,6808.18,6726.24,6796.63
2015-01-23,6796.63,6841.73,6796.58,6832.83
2015-01-26,6832.83,6855.92,6790.13,6852.4
2015-01-27,6852.4,6864.97,6773.54,6811.61
2015-01-28,6811.61,6863.0,6777.08,6825.94
2015-01-29,6825.94,6825.94,6750.22,6810.6
2015-01-30,6810.6,6843.98,6749.4,6749.4
2015-02-02,6749.4,6795.52,6731.99,6782.55
2015-02-03,6782.55,6886.31,6782.39,6871.8
2015-02-04,6871.8,6883.49,6804.1,6860.02
2015-02-05,6860.02,6870.1,6808.19,6865.93
2015-02-06,6865.93,6886.22,6835.48,6853.44
2015-02-09,6853.44,6853.44,6777.99,6837.15
2015-02-10,6837.15,6843.9,6788.89,6829.12
2015-02-11,6829.12,6838.33,6786.12,6818.17
2015-02-12,6818.17,6854.62,6817.23,6828.11
2015-02-13,6828.11,6887.57,6828.11,6873.52
2015-02-16,6873.52,6878.66,6851.77,6857.05
2015-02-17,6857.05,6898.13,6819.78,6898.13
2015-02-18,6898.13,6921.32,6876.3,6898.08
2015-02-19,6898.08,6907.3,6858.67,6888.9
2015-02-20,6888.9,6920.51,6884.77,6915.2
2015-02-23,6915.2,6943.61,6885.89,6912.16
2015-02-24,6912.16,6958.89,6899.59,6949.63
2015-02-25,6949.63,6955.41,6904.88,6935.38
2015-02-26,6935.38,6949.98,6920.54,6949.73
2015-02-27,6949.73,6967.24,6929.84,6946.66
2015-03-02,6946.66,6974.26,6924.33,6940.64
2015-03-03,6940.64,6963.55,6889.13,6889.13
2015-03-04,6889.13,6919.24,6862.87,6919.24
2015-03-05,6919.24,6968.64,6914.06,6961.14
2015-03-06,6961.14,6961.23,6911.8,6911.8
2015-03-09,6911.8,6911.8,6859.81,6876.47
2015-03-10,6876.47,6876.86,6702.84,6702.84
2015-03-11,6702.84,6738.95,6693.8,6721.51
2015-03-12,6721.51,6799.84,6721.51,6761.07
2015-03-13,6761.07,6777.77,6713.5,6740.58
2015-03-16,6740.58,6809.08,6740.58,6804.08
2015-03-17,6804.08,6846.9,6798.47,6837.61
2015-03-18,6837.61,6945.2,6837.26,6945.2
2015-03-19,6945.2,6982.79,6929.73,6962.32
2015-03-20,6962.32,7024.21,6960.81,7022.51
2015-03-23,7022.51,7037.67,6991.43,7037.67
2015-03-24,7037.67,7065.08,7012.51,7019.68
2015-03-25,7019.68,7035.11,6983.94,6990.97
2015-03-26,6990.97,6990.97,6876.84,6895.33
2015-03-27,6895.33,6910.55,6839.88,6855.02
2015-03-30,6855.02,6914.6,6855.02,6891.43
2015-03-31,6891.43,6910.07,6765.05,6773.04
2015-04-01,6773.04,6856.43,6765.4,6809.5
2015-04-02,6809.5,6849.91,6801.27,6833.46
2015-04-07,6833.46,6967.69,6833.46,6961.77
2015-04-08,6961.77,7012.06,6931.59,6937.41
2015-04-09,6937.41,7016.99,6937.41,7015.36
2015-04-10,7015.36,7095.36,7015.36,7089.77
2015-04-13,7089.77,7089.84,7046.68,7064.3
2015-04-14,7064.3,7086.06,7044.6,7075.26
2015-04-15,7075.26,7111.72,7058.34,7096.78
2015-04-16,7096.78,7119.35,7057.74,7060.45
2015-04-17,7060.45,7093.52,6979.32,6994.63
2015-04-20,6994.63,7067.84,6994.63,7052.13
2015-04-21,7052.13,7105.13,7030.0,7062.93
2015-04-22,7062.93,7092.34,6997.15,7028.24
2015-04-23,7028.24,7055.15,6995.79,7053.67
2015-04-24,7053.67,7102.59,7051.17,7070.7
2015-04-27,7070.7,7122.74,7025.27,7103.98
2015-04-28,7103.98,7103.99,6983.97,7030.53
2015-04-29,7030.53,7058.19,6945.56,6946.28
2015-04-30,6946.28,6970.34,6906.24,6960.63
2015-05-01,6960.63,6995.41,6919.39,6985.95
2015-05-05,6985.95,7053.18,6927.58,6927.58
2015-05-06,6927.58,6974.82,6913.46,6933.74
2015-05-07,6933.74,6933.74,6810.05,6886.95
2015-05-08,6886.95,7046.82,6885.79,7046.82
2015-05-11,7046.82,7083.72,7025.17,7029.85
2015-05-12,7029.85,7029.85,6887.52,6933.8
2015-05-13,6933.8,6989.91,6920.65,6949.63
2015-05-14,6949.63,6977.93,6884.63,6973.04
2015-05-15,6973.04,7009.41,6937.12,6960.49
2015-05-18,6960.49,7015.49,6931.64,6968.87
2015-05-19,6968.87,7011.35,6968.87,6995.1
2015-05-20,6995.1,7018.7,6962.06,7007.26
2015-05-21,7007.26,7026.01,6994.26,7013.47
2015-05-22,7013.47,7061.66,7013.47,7031.72
2015-05-26,7031.72,7039.55,6930.28,6948.99
2015-05-27,6948.99,7054.14,6948.62,7033.33
2015-05-28,7033.33,7049.62,7005.88,7040.92
2015-05-29,7040.92,7069.93,6967.92,6984.43
2015-06-01,6984.43,7037.58,6942.66,6953.58
2015-06-02,6953.58,6972.25,6872.12,6928.27
2015-06-03,6928.27,6985.69,6901.79,6950.46
2015-06-04,6950.46,6950.46,6838.95,6859.24
2015-06-05,6859.24,6859.24,6785.15,6804.6
2015-06-08,6804.6,6827.16,6781.66,6790.04
2015-06-09,6790.04,6803.75,6736.88,6753.8
2015-06-10,6753.8,6843.57,6734.15,6830.27
2015-06-11,6830.27,6870.19,6807.29,6846.74
2015-06-12,6846.74,6846.74,6760.06,6784.92
2015-06-15,6784.92,6784.92,6708.5,6710.52
2015-06-16,6710.52,6723.49,6656.9,6710.1
2015-06-17,6710.1,6731.54,6665.95,6680.55
2015-06-18,6680.55,6707.88,6625.16,6707.88
2015-06-19,6707.88,6759.29,6691.82,6710.45
2015-06-22,6710.45,6825.67,6710.45,6825.67
2015-06-23,6825.67,6856.49,6825.67,6834.87
2015-06-24,6834.87,6873.43,6834.32,6844.8
2015-06-25,6844.8,6869.04,6798.8,6807.82
2015-06-26,6807.82,6807.82,6731.13,6753.7
2015-06-29,6753.7,6753.7,6598.64,6620.48
2015-06-30,6620.48,6620.75,6520.98,6520.98
2015-07-01,6520.98,6637.34,6520.98,6608.59
2015-07-02,6608.59,6647.7,6600.37,6630.47
2015-07-03,6630.47,6630.75,6572.46,6585.78
2015-07-06,6585.78,6585.78,6506.71,6535.68
2015-07-07,6535.68,6543.8,6432.21,6432.21
2015-07-08,6432.21,6515.06,6430.36,6490.7
2015-07-09,6490.7,6594.18,6490.7,6581.63
2015-07-10,6581.63,6687.57,6581.63,6673.38
2015-07-13,6673.38,6743.05,6673.38,6737.95
2015-07-14,6737.95,6753.75,6710.62,6753.75
2015-07-15,6753.75,6775.91,6728.49,6753.75
2015-07-16,6753.75,6805.14,6752.09,6796.45
2015-07-17,6796.45,6799.78,6764.8,6775.08
2015-07-20,6775.08,6813.41,6772.09,6788.69
2015-07-21,6788.69,6800.13,6758.75,6769.07
2015-07-22,6769.07,6769.07,6653.39,6667.34
2015-07-23,6667.34,6711.49,6644.85,6655.01
2015-07-24,6655.01,6684.81,6573.96,6579.81
2015-07-27,6579.81,6589.48,6495.67,6505.13
2015-07-28,6505.13,6569.45,6505.13,6555.28
2015-07-29,6555.28,6634.04,6555.28,6631.0
2015-07-30,6631.0,6697.4,6631.0,6668.87
2015-07-31,6668.87,6705.42,6646.26,6696.28
2015-08-03,6696.28,6710.79,6668.18,6688.62
2015-08-04,6688.62,6715.51,6644.65,6686.57
2015-08-05,6686.57,6764.82,6686.57,6752.41
2015-08-06,6752.41,6763.34,6717.49,6747.09
2015-08-07,6747.09,6754.77,6718.49,6718.49
2015-08-10,6718.49,6751.49,6653.65,6736.22
2015-08-11,6736.22,6736.22,6663.98,6664.54
2015-08-12,6664.54,6664.54,6536.41,6571.19
2015-08-13,6571.19,6634.71,6553.45,6568.33
2015-08-14,6568.33,6603.17,6544.42,6550.74
2015-08-17,6550.74,6585.88,6507.76,6550.3
2015-08-18,6550.3,6564.55,6505.69,6526.29
2015-08-19,6526.29,6526.52,6403.45,6403.45
2015-08-20,6403.45,6408.61,6359.71,6367.89
2015-08-21,6367.89,6367.89,6187.65,6187.65
2015-08-24,6187.65,6187.65,5768.22,5898.87
2015-08-25,5898.87,6115.74,5898.87,6081.34
2015-08-26,6081.34,6095.05,5949.94,5979.2
2015-08-27,5979.2,6212.48,5979.2,6192.03
2015-08-28,6192.03,6247.94,6152.01,6247.94
2015-09-01,6247.94,6247.94,6028.71,6058.54
2015-09-02,6058.54,6161.68,6021.36,6083.31
2015-09-03,6083.31,6215.74,6083.31,6194.1
2015-09-04,6194.1,6194.1,6040.49,6042.92
2015-09-07,6042.92,6125.67,6042.92,6074.52
2015-09-08,6074.52,6196.47,6074.52,6146.1
2015-09-09,6146.1,6284.17,6146.1,6229.01
2015-09-10,6229.01,6229.01,6127.52,6155.81
2015-09-11,6155.81,6174.28,6113.1,6117.76
2015-09-14,6117.76,6191.82,6065.43,6084.59
2015-09-15,6084.59,6158.08,6019.92,6137.6
2015-09-16,6137.6,6244.94,6137.6,6229.21
2015-09-17,6229.21,6239.86,6182.63,6186.99
2015-09-18,6186.99,6188.74,6053.87,6104.11
2015-09-21,6104.11,6168.74,6083.64,6108.71
2015-09-22,6108.71,6111.57,5935.84,5935.84
2015-09-23,5935.84,6067.56,5933.23,6032.24
2015-09-24,6032.24,6055.64,5947.19,5961.49
2015-09-25,5961.49,6120.67,5961.49,6109.01
2015-09-28,6109.01,6110.31,5958.86,5958.86
2015-09-29,5958.86,5958.86,5877.08,5909.24
2015-09-30,5909.24,6061.61,5909.24,6061.61
2015-10-01,6061.61,6172.78,6053.26,6072.47
2015-10-02,6072.47,6176.2,6051.62,6129.98
2015-10-05,6129.98,6301.05,6129.98,6298.92
2015-10-06,6298.92,6343.71,6255.1,6326.16
2015-10-07,6326.16,6396.34,6319.77,6336.35
2015-10-08,6336.35,6380.3,6303.46,6374.82
2015-10-09,6374.82,6453.22,6374.82,6416.16
2015-10-12,6416.16,6416.16,6351.34,6371.18
2015-10-13,6371.18,6371.18,6303.02,6342.28
2015-10-14,6342.28,6342.28,6268.29,6269.61
2015-10-15,6269.61,6351.43,6269.61,6338.67
2015-10-16,6338.67,6398.23,6338.67,6378.04
2015-10-19,6378.04,6408.09,6336.27,6352.33
2015-10-20,6352.33,6367.75,6319.25,6345.13
2015-10-21,6345.13,6387.29,6316.3,6348.42
2015-10-22,6348.42,6387.28,6321.65,6376.28
2015-10-23,6376.28,6487.89,6376.28,6444.08
2015-10-26,6444.08,6453.0,6405.38,6417.02
2015-10-27,6417.02,6419.62,6365.27,6365.27
2015-10-28,6365.27,6448.46,6355.78,6437.8
2015-10-29,6437.8,6437.85,6358.16,6395.8
2015-10-30,6395.8,6410.28,6337.65,6361.09
2015-11-02,6361.09,6364.42,6317.29,6361.8
2015-11-03,6361.8,6383.61,6344.7,6383.61
2015-11-04,6383.61,6459.46,6383.04,6412.88
2015-11-05,6412.88,6421.81,6358.12,6364.9
2015-11-06,6364.9,6395.19,6332.73,6353.83
2015-11-09,6353.83,6380.42,6292.05,6295.16
2015-11-10,6295.16,6329.69,6250.31,6275.28
2015-11-11,6275.28,6327.16,6272.69,6297.2
2015-11-12,6297.2,6300.9,6178.68,6178.68
2015-11-13,6178.68,6178.95,6088.76,6118.28
2015-11-16,6118.28,6161.9,6079.79,6146.38
2015-11-17,6146.38,6269.44,6146.38,6268.76
2015-11-18,6268.76,6283.9,6228.15,6278.97
2015-11-19,6278.97,6366.85,6278.97,6329.93
2015-11-20,6329.93,6360.73,6311.76,6334.63
2015-11-23,6334.63,6334.63,6267.05,6305.49
2015-11-24,6305.49,6305.49,6221.33,6277.23
2015-11-25,6277.23,6348.05,6277.23,6337.64
2015-11-26,6337.64,6395.33,6333.92,6393.13
2015-11-27,6393.13,6393.13,6345.3,6375.15
2015-11-30,6375.15,6387.11,6329.92,6356.09
2015-12-01,6356.09,6402.36,6356.09,6395.65
2015-12-02,6395.65,6447.34,6395.2,6420.93
2015-12-03,6420.93,6444.72,6275.0,6275.0
2015-12-04,6275.0,6277.59,6219.5,6238.29
2015-12-07,6238.29,6287.23,6215.17,6223.52
2015-12-08,6223.52,6224.86,6120.68,6135.22
2015-12-09,6135.22,6175.75,6101.22,6126.68
2015-12-10,6126.68,6127.09,6079.96,6088.05
2015-12-11,6088.05,6088.05,5949.84,5952.78
2015-12-14,5952.78,6009.92,5871.88,5874.06
2015-12-15,5874.06,6036.68,5874.06,6017.79
2015-12-16,6017.79,6089.31,6016.25,6061.19
2015-12-17,6061.19,6160.78,6061.19,6102.54
2015-12-18,6102.54,6105.57,6051.74,6052.42
2015-12-21,6052.42,6113.96,6034.84,6034.84
2015-12-22,6034.84,6090.58,6031.82,6083.1
2015-12-23,6083.1,6248.5,6083.1,6240.98
2015-12-24,6240.98,6259.86,6236.85,6254.64
2015-12-29,6254.64,6314.57,6245.24,6314.57
2015-12-30,6314.57,6314.57,6261.48,6274.05
2015-12-31,6274.05,6278.31,6233.03,6242.32
2016-01-04,6242.32,6242.32,6071.01,6093.43
2016-01-05,6093.43,6166.26,6079.23,6137.24
2016-01-06,6137.24,6137.24,6018.65,6073.38
2016-01-07,6073.38,6073.38,5887.97,5954.08
2016-01-08,5954.08,6013.38,5912.44,5912.44
2016-01-11,5912.44,5941.93,5871.83,5871.83
2016-01-12,5871.83,5985.8,5866.67,5929.24
2016-01-13,5929.24,6011.13,5929.24,5960.97
2016-01-14,5960.97,5960.97,5829.26,5918.23
2016-01-15,5918.23,5934.62,5769.23,5804.1
2016-01-18,5804.1,5852.09,5766.5,5779.92
2016-01-19,5779.92,5915.69,5779.92,5876.8
2016-01-20,5876.8,5876.8,5639.88,5673.58
2016-01-21,5673.58,5781.24,5659.15,5773.79
2016-01-22,5773.79,5926.94,5773.79,5900.01
2016-01-25,5900.01,5933.47,5851.83,5877.0
2016-01-26,5877.0,5919.17,5771.37,5911.46
2016-01-27,5911.46,5990.37,5870.75,5990.37
2016-01-28,5990.37,6020.54,5889.37,5931.78
2016-01-29,5931.78,6083.79,5931.78,6083.79
2016-02-01,6083.79,6115.11,5993.84,6060.1
2016-02-02,6060.1,6060.45,5889.6,5922.01
2016-02-03,5922.01,5924.58,5791.04,5837.14
2016-02-04,5837.14,5938.12,5831.12,5898.76
2016-02-05,5898.76,5945.9,5839.36,5848.06
2016-02-08,5848.06,5882.43,5666.13,5689.36
2016-02-09,5689.36,5739.25,5596.26,5632.19
2016-02-10,5632.19,5712.78,5616.88,5672.3
2016-02-11,5672.3,5672.3,5499.51,5536.97
2016-02-12,5536.97,5707.6,5536.97,5707.6
2016-02-15,5707.6,5844.53,5707.6,5824.28
2016-02-16,5824.28,5880.72,5812.49,5862.17
2016-02-17,5862.17,6030.32,5862.17,6030.32
2016-02-18,6030.32,6036.46,5948.25,5971.95
2016-02-19,5971.95,6001.22,5916.26,5950.23
2016-02-22,5950.23,6065.81,5950.23,6037.73
2016-02-23,6037.73,6037.73,5954.18,5962.31
2016-02-24,5962.31,5966.73,5845.55,5867.18
2016-02-25,5867.18,6028.97,5867.18,6012.81
2016-02-26,6012.81,6115.37,6012.81,6096.01
2016-02-29,6096.01,6104.98,6033.21,6097.09
2016-03-01,6097.09,6153.75,6070.51,6152.88
2016-03-02,6152.88,6194.01,6097.77,6147.06
2016-03-03,6147.06,6173.7,6108.35,6130.46
2016-03-04,6130.46,6204.14,6130.46,6199.43
2016-03-07,6199.43,6216.1,6125.64,6182.4
2016-03-08,6182.4,6182.45,6101.89,6125.44
2016-03-09,6125.44,6174.82,6118.23,6146.32
2016-03-10,6146.32,6203.4,6036.7,6036.7
2016-03-11,6036.7,6150.88,6036.7,6139.79
2016-03-14,6139.79,6197.83,6139.79,6174.57
2016-03-15,6174.57,6174.57,6114.77,6139.97
2016-03-16,6139.97,6186.18,6134.27,6175.49
2016-03-17,6175.49,6220.02,6125.7,6201.12
2016-03-18,6201.12,6237.02,6186.24,6189.64
2016-03-21,6189.64,6215.3,6154.12,6184.58
2016-03-22,6184.58,6193.47,6110.39,6192.74
2016-03-23,6192.74,6216.76,6171.13,6199.11
2016-03-24,6199.11,6199.11,6090.03,6106.48
2016-03-29,6106.48,6156.67,6070.77,6105.9
2016-03-30,6105.9,6221.8,6105.9,6203.17
2016-03-31,6203.17,6203.39,6149.82,6174.9
2016-04-01,6174.9,6174.9,6076.89,6146.05
2016-04-04,6146.05,6201.95,6132.9,6164.72
2016-04-05,6164.72,6164.74,6061.85,6091.23
2016-04-06,6091.23,6161.63,6091.23,6161.63
2016-04-07,6161.63,6204.11,6119.38,6136.89
2016-04-08,6136.89,6216.28,6136.89,6204.41
2016-04-11,6204.41,6229.66,6165.46,6200.12
2016-04-12,6200.12,6248.27,6176.28,6242.39
2016-04-13,6242.39,6362.89,6242.39,6362.89
2016-04-14,6362.89,6373.93,6335.4,6365.1
2016-04-15,6365.1,6372.52,6328.19,6343.75
2016-04-18,6343.75,6354.88,6261.71,6353.52
2016-04-19,6353.52,6418.25,6353.49,6405.35
2016-04-20,6405.35,6421.91,6367.36,6410.26
2016-04-21,6410.26,6427.32,6352.93,6381.44
2016-04-22,6381.44,6381.58,6289.34,6310.44
2016-04-25,6310.44,6324.6,6249.34,6260.92
2016-04-26,6260.92,6297.88,6260.92,6284.52
2016-04-27,6284.52,6319.91,6255.2,6319.91
2016-04-28,6319.91,6322.4,6224.47,6322.4
2016-04-29,6322.4,6322.4,6241.89,6241.89
2016-05-03,6241.89,6270.03,6159.86,6185.59
2016-05-04,6185.59,6185.59,6100.76,6112.02
2016-05-05,6112.02,6152.59,6102.29,6117.25
2016-05-06,6117.25,6129.9,6054.74,6125.7
2016-05-09,6125.7,6177.6,6108.37,6114.81
2016-05-10,6114.81,6180.19,6114.81,6156.65
2016-05-11,6156.65,6172.72,6131.22,6162.49
2016-05-12,6162.49,6193.21,6094.14,6104.19
2016-05-13,6104.19,6138.5,6060.1,6138.5
2016-05-16,6138.5,6157.24,6092.21,6151.4
2016-05-17,6151.4,6215.88,6147.16,6167.77
2016-05-18,6167.77,6169.33,6115.99,6165.8
2016-05-19,6165.8,6165.8,6050.21,6053.35
2016-05-20,6053.35,6156.5,6053.35,6156.32
2016-05-23,6156.32,6173.06,6122.57,6136.43
2016-05-24,6136.43,6231.85,6109.58,6219.26
2016-05-25,6219.26,6270.25,6219.26,6262.85
2016-05-26,6262.85,6281.73,6243.49,6265.65
2016-05-27,6265.65,6275.9,6250.27,6270.79
2016-05-31,6270.79,6290.07,6230.11,6230.79
2016-06-01,6230.79,6233.18,6151.9,6191.93
2016-06-02,6191.93,6220.27,6173.05,6185.61
2016-06-03,6185.61,6251.74,6168.19,6209.63
2016-06-06,6209.63,6301.56,6209.63,6273.4
2016-06-07,6273.4,6322.6,6273.4,6284.53
2016-06-08,6284.53,6304.51,6263.8,6301.52
2016-06-09,6301.52,6301.73,6229.07,6231.89
2016-06-10,6231.89,6231.89,6097.24,6115.76
2016-06-13,6115.76,6115.76,6044.97,6044.97
2016-06-14,6044.97,6044.97,5921.72,5923.53
2016-06-15,5923.53,6007.49,5923.39,5966.8
2016-06-16,5966.8,5966.8,5899.97,5950.48
2016-06-17,5950.48,6046.1,5950.48,6021.09
2016-06-20,6021.09,6236.53,6021.09,6204.0
2016-06-21,6204.0,6250.19,6156.23,6226.55
2016-06-22,6226.55,6315.62,6222.01,6261.19
2016-06-23,6261.19,6380.58,6261.19,6338.1
2016-06-24,6338.1,6338.55,5788.74,6138.69
2016-06-27,6138.69,6138.69,5958.66,5982.2
2016-06-28,5982.2,6170.26,5982.2,6140.39
2016-06-29,6140.39,6360.06,6140.39,6360.06
2016-06-30,6360.06,6504.33,6309.98,6504.33
2016-07-01,6504.33,6587.44,6498.56,6577.83
2016-07-04,6577.83,6612.13,6514.81,6522.26
2016-07-05,6522.26,6561.58,6472.25,6545.37
2016-07-06,6545.37,6580.32,6432.47,6463.59
2016-07-07,6463.59,6579.25,6463.59,6533.79
2016-07-08,6533.79,6605.83,6515.24,6590.64
2016-07-11,6590.64,6695.07,6590.64,6682.86
2016-07-12,6682.86,6703.09,6663.66,6680.69
2016-07-13,6680.69,6717.17,6654.64,6670.4
2016-07-14,6670.4,6743.42,6648.4,6654.47
2016-07-15,6654.47,6669.24,6616.51,6669.24
2016-07-18,6669.24,6715.58,6653.67,6695.42
2016-07-19,6695.42,6711.69,6660.87,6697.37
2016-07-20,6697.37,6736.57,6694.36,6728.99
2016-07-21,6728.99,6732.07,6694.52,6699.89
2016-07-22,6699.89,6735.94,6663.72,6730.48
2016-07-25,6730.48,6756.13,6691.03,6710.13
2016-07-26,6710.13,6744.8,6708.58,6724.03
2016-07-27,6724.03,6780.05,6723.71,6750.43
2016-07-28,6750.43,6762.72,6718.9,6721.06
2016-07-29,6721.06,6740.47,6691.13,6724.43
2016-08-01,6724.43,6769.41,6678.45,6693.95
2016-08-02,6693.95,6694.14,6630.76,6645.4
2016-08-03,6645.4,6673.63,6621.42,6634.4
2016-08-04,6634.4,6749.67,6615.83,6740.16
2016-08-05,6740.16,6802.41,6738.57,6793.47
2016-08-08,6793.47,6829.47,6781.47,6809.13
2016-08-09,6809.13,6863.1,6807.76,6851.3
2016-08-10,6851.3,6866.42,6820.04,6866.42
2016-08-11,6866.42,6914.71,6812.73,6914.71
2016-08-12,6914.71,6931.04,6896.04,6916.02
2016-08-15,6916.02,6955.34,6907.17,6941.19
2016-08-16,6941.19,6941.19,6893.92,6893.92
2016-08-17,6893.92,6920.76,6849.9,6859.15
2016-08-18,6859.15,6893.35,6850.61,6868.96
2016-08-19,6868.96,6871.48,6840.94,6858.95
2016-08-22,6858.95,6884.61,6812.07,6828.54
2016-08-23,6828.54,6885.39,6828.54,6868.51
2016-08-24,6868.51,6868.51,6825.22,6835.78
2016-08-25,6835.78,6836.22,6779.15,6816.9
2016-08-26,6816.9,6857.29,6798.82,6838.05
2016-08-30,6838.05,6851.83,6808.07,6820.79
2016-08-31,6820.79,6832.89,6779.54,6781.51
2016-09-01,6781.51,6826.22,6723.21,6745.97
2016-09-02,6745.97,6928.25,6745.97,6894.6
2016-09-05,6894.6,6910.66,6867.08,6879.42
2016-09-06,6879.42,6887.92,6818.96,6826.05
2016-09-07,6826.05,6856.12,6814.87,6846.58
2016-09-08,6846.58,6889.64,6819.82,6858.7
2016-09-09,6858.7,6862.38,6762.3,6776.95
2016-09-12,6776.95,6776.95,6654.48,6700.9
2016-09-13,6700.9,6724.74,6665.63,6665.63
2016-09-14,6665.63,6720.29,6665.63,6673.31
2016-09-15,6673.31,6736.84,6654.82,6730.3
2016-09-16,6730.3,6746.29,6692.73,6710.28
